session_id,model,accuracy,f1,mcc
mmh0le5hn8utpd,softmax_mvt,0.6649899396378269,0.7121866897147796,0.3522300392337174
mmh0lgop76n6ez,mvt_threshold,0.7215469613259669,0.7224669603524229,0.4446753379780864
mmh0lgop76n6ez,patch_leaving,0.6187845303867403,0.6066134549600912,0.2368400474846726
mmh0lgop76n6ez,softmax_mvt,0.5977900552486188,0.6466019417475728,0.21512755866629105
mmh0lku3ip54e4,mvt_threshold,0.6143856143856143,0.6295585412667947,0.2419664652091791
mmh0lku3ip54e4,patch_leaving,0.6143856143856143,0.6200787401574803,0.23690090606350078
mmh0lku3ip54e4,softmax_mvt,0.6033966033966034,0.6347746090156394,0.22992474372245583
mmh0lpcdm9wdcu,mvt_threshold,0.9285714285714286,0.9329758713136729,0.856660819620279
mmh0lpcdm9wdcu,patch_leaving,0.9171428571428571,0.9209809264305178,0.8340291934966639
mmh0lpcdm9wdcu,softmax_mvt,0.6714285714285714,0.7578947368421053,0.40570386997522156
mmh0m3latwun95,mvt_threshold,0.8076555023923445,0.8130232558139535,0.61532700379695
mmh0m3latwun95,patch_leaving,0.5904306220095694,0.599250936329588,0.1805334745547355
mmh0m3latwun95,softmax_mvt,0.6200956937799043,0.7137707281903388,0.30073052686640117
mmh0mm0schxk59,mvt_threshold,0.5643070787637089,0.5616850551654965,0.12871873905392983
mmh0mm0schxk59,patch_leaving,0.45862412761714855,0.47024390243902436,-0.08300938595622089
mmh0mm0schxk59,softmax_mvt,0.5633100697906281,0.6512738853503185,0.14328728892271758
mmh0mmptqfyu87,mvt_threshold,0.5566801619433198,0.5484536082474227,0.11343565162162876
mmh0mmptqfyu87,patch_leaving,0.5182186234817814,0.5,0.03515625
mmh0mmptqfyu87,softmax_mvt,0.5,0.6415094339622641,0.053412353784485035
mmh0nnjg95y0zn,mvt_threshold,0.8034118602761983,0.8091482649842271,0.6064724452156464
mmh0nnjg95y0zn,patch_leaving,0.3379366368805849,0.3453815261044177,-0.32410131283913507
mmh0nnjg95y0zn,softmax_mvt,0.6068237205523964,0.705237515225335,0.2543093191221084
mmh0ocgvf4p325,mvt_threshold,0.8616161616161616,0.8553326293558606,0.7227109662478981
