session_id,model,phase,accuracy,precision,recall,f1,mcc
mmgkzukxb91bym,q_learning,Ph 3,0.7186311787072244,0.8448275862068966,0.4298245614035088,0.5697674418604651,0.4415473096682957
mmgkzukxb91bym,q_learning,Ph 4,0.6150943396226415,0.6779661016949152,0.5555555555555556,0.6106870229007634,0.24204835135596367
mmgkzukxb91bym,q_dual_alpha,Full,0.7371916508538899,0.7764705882352941,0.7084078711985689,0.7408793264733395,0.4774711180984705
mmgkzukxb91bym,q_dual_alpha,Ph 1,0.7744360902255639,0.7933884297520661,0.732824427480916,0.7619047619047619,0.5498198394860936
mmgkzukxb91bym,q_dual_alpha,Ph 2,0.8346153846153846,0.8009478672985783,0.9941176470588236,0.8871391076115486,0.6416357472330803
mmgkzukxb91bym,q_dual_alpha,Ph 3,0.7262357414448669,0.85,0.4473684210526316,0.5862068965517241,0.45697709050140933
mmgkzukxb91bym,q_dual_alpha,Ph 4,0.6150943396226415,0.6779661016949152,0.5555555555555556,0.6106870229007634,0.24204835135596367
mmgkzukxb91bym,q_forgetting,Full,0.7087286527514232,0.75,0.6762075134168157,0.7111947318908749,0.4212854066667871
mmgkzukxb91bym,q_forgetting,Ph 1,0.7481203007518797,0.7758620689655172,0.6870229007633588,0.728744939271255,0.49846307548632546
mmgkzukxb91bym,q_forgetting,Ph 2,0.8269230769230769,0.7962085308056872,0.9882352941176471,0.8818897637795275,0.6209634678922376
mmgkzukxb91bym,q_forgetting,Ph 3,0.7110266159695817,0.8166666666666667,0.4298245614035088,0.5632183908045977,0.4204077995225958
mmgkzukxb91bym,q_forgetting,Ph 4,0.5509433962264151,0.6068376068376068,0.4930555555555556,0.5440613026819924,0.11324176771966125
mmgkzukxb91bym,hmm_2state,Full,0.9876660341555977,0.9772727272727273,1.0,0.9885057471264368,0.9755034489327581
mmgkzukxb91bym,hmm_2state,Ph 1,0.9849624060150376,0.9703703703703703,1.0,0.9849624060150376,0.9703703703703703
mmgkzukxb91bym,hmm_2state,Ph 2,1.0,1.0,1.0,1.0,1.0
mmgkzukxb91bym,hmm_2state,Ph 3,0.9809885931558935,0.957983193277311,1.0,0.9785407725321889,0.9622037758471864
mmgkzukxb91bym,hmm_2state,Ph 4,0.9849056603773585,0.972972972972973,1.0,0.9863013698630136,0.9699528736862496
mmgkzukxb91bym,hmm_3state,Full,0.9876660341555977,0.9772727272727273,1.0,0.9885057471264368,0.9755034489327581
mmgkzukxb91bym,hmm_3state,Ph 1,0.9849624060150376,0.9703703703703703,1.0,0.9849624060150376,0.9703703703703703
mmgkzukxb91bym,hmm_3state,Ph 2,1.0,1.0,1.0,1.0,1.0
mmgkzukxb91bym,hmm_3state,Ph 3,0.9809885931558935,0.957983193277311,1.0,0.9785407725321889,0.9622037758471864
mmgkzukxb91bym,hmm_3state,Ph 4,0.9849056603773585,0.972972972972973,1.0,0.9863013698630136,0.9699528736862496
mmgkzukxb91bym,hmm_4state,Full,0.9876660341555977,0.9772727272727273,1.0,0.9885057471264368,0.9755034489327581
mmgkzukxb91bym,hmm_4state,Ph 1,0.9849624060150376,0.9703703703703703,1.0,0.9849624060150376,0.9703703703703703
mmgkzukxb91bym,hmm_4state,Ph 2,1.0,1.0,1.0,1.0,1.0
mmgkzukxb91bym,hmm_4state,Ph 3,0.9809885931558935,0.957983193277311,1.0,0.9785407725321889,0.9622037758471864
mmgkzukxb91bym,hmm_4state,Ph 4,0.9849056603773585,0.972972972972973,1.0,0.9863013698630136,0.9699528736862496
mmglwqjl2idcz3,random,Full,0.5385934819897084,0.5385934819897084,1.0,0.7001114827201784,0.0
